stop_name,stop_count
Tire Küçük Sanayi Sitesi,2
Tire Küçük Sanayi Sitesi-2,2
Tire Linyit,2
Tire Meydan,2
Tire Mezarlık,2
Tire Organize 1,2
Tire Organize 2,2
Tire Park,2
Tire Sanatkarlar,2
Tire Stadı,2
Tire Terminal,2
Tire Toki Şehit Mehmet Çağlar Bölük İlkokulu,2
Tire Toplu Konutlar,2
Tire Yol Ayrımı,2
Tire Yolu,2
Tire Zümrüt,2
Tire Çiftlik,2
Tire İstasyon,2
Titus,2
Tokatbaşı,2
Tokatbaşı Arıtma,2
Tokatbaşı Giriş,2
Tokatbaşı Köşe,2
Tokatbaşı Meydan,2
Tokatbaşı Mezarlık,2
Tokatbaşı Çiftlik,2
Tokatlı,2
Tokatlıoğlu,2
Toki AVM,2
Toki Konutlar,2
Toki Konutları,2
Toki Yol Ayrımı,2
Toki Yıldız,2
Toki Çam,2
Tokmakalan,2
Top Sahası,2
Topalak,2
Toprak Yol,2
Topçu Kuyu,2
Topçu Taburu,2
Topçu Tugayı,2
Topçukuyu,2
Torasan Mahallesi,2
Torba Kent,2
Torbalı Altgeçit,2
Torbalı Anadolu Lisesi,2
Torbalı Anadolu İmam Hatip Lisesi,2
Torbalı Anadolu İmam-Hatip Lisesi,2
Torbalı Askerlik Şubesi,2
Torbalı Caddesi,2
Torbalı Cami,2
Torbalı Depolar,2
Torbalı Devlet Hastanesi,2
Torbalı Devlet Hastanesi Kavşağı,2
Torbalı Diyaliz Merkezi,2
Torbalı Fatih Cami,2
Torbalı Galeri,2
Torbalı Garajı,2
Torbalı Havuz Park,2
Torbalı Huzurevi,2
Torbalı Kabristan,2
Torbalı Konutlar,2
Torbalı Mezarlık,2
Torbalı Muratbey Mahallesi,2
Torbalı OSB,2
Torbalı OSB 2,2
Torbalı OSB Yolu,2
Torbalı Piri Reis Mesleki ve Teknik Anadolu Lisesi,2
Torbalı Sanayi,2
Torbalı Sanayi Sitesi,2
Torbalı Sanayi Çıkışı,2
Torbalı Siteler,2
Torbalı Spor Salonu,2
Torbalı Stad,2
Torbalı Ticaret Odası,2
Torbalı Ticaret Odası 80.Yıl İlkokulu,2
Torbalı Tren Yolu,2
Torbalı Tıp Merkezi,2
Torbalı İZSU,2
Torbalı Şantiye,2
Toros Meydan,2
Toros Pazaryeri,2
Torosan Orman,2
Torunlar,2
Tosun Çeşmesi,2
Trafolar,2
Transfer Merkezi,2
Tren Yolu 1,2
Tren Yolu 2,2
Tren Yolu Geçidi,2
Tropikal Sitesi,2
Tulum,2
Tulum Giriş,2
Tulum Okul,2
Tulum Son Durak,2
Tulumba,2
Tulumba Mevki,2
Turan,2
Turan Çakın İlkokulu,2
Turanlı,2
Turgut Dörtyol,2
Turgut Meydan,2
Turgut Mezarlık,2
Turgut Reis İlköğretim Okulu,2
Turgut Restoran,2
Turgut Tarla,2
Turgut Çiftlik,2
Turgut Özal Bulvarı,2
Turgutlu,2
Turizm Okulu,2
Turkuaz,2
Turkuaz Sitesi,2
Tuz İşletmesi Lokali,2
Tuzla Koyu Burun,2
Töev,2
Tümerk,2
Tünel,2
Tüpçü,2
Türk Telekom Mesleki ve Teknik Anadolu Lisesi,2
Türkan Özilhan Devlet Hastanesi,2
Türkeliler,2
Türkelli Belediye,2
Türkelli Düğün Salonu,2
Türkelli Giriş,2
Türkelli Karakol,2
Türkelli Katı Atık,2
Türkelli Çıkış,2
Türkelli Üçyol,2
Türkmenköy Jandarma,2
Türkoğlu,2
Türkönü,2
Türkönü Küme Evler,2
Tütün Fabrikası,2
Tınaztepe Üniversitesi Yan Giriş,2
Tıp Merkezi,2
Tır Deposu,2
Tır Garajı,2
Tır Parkı,2
Tır parkı,2
Tırazlı,2
Tırazlı Kümeevler,2
Tırazlı Mezarlık,2
Tırazlı Yol Ayrımı,2
Tırazlı Çıkış,2
Tırmanlar Yol Ayrımı,2
Ufuk,2
Ufuk Cami,2
Ufuk Karakolu,2
Ufuk Köy,2
Ulama,2
Ulamış Cami,2
Ulamış Giriş,2
Ulamış Kahveler,2
Ulamış Kümesi,2
Ulamış Merkez,2
Ulamış Mezarlık,2
Ulamış Ortaokulu,2
Ulamış Yaren,2
Ulamış Çeşme,2
Ulamış İlkokulu,2
Ulu Cami Muhtarlık,2
Ulu Çam,2
Ulu-Koop,2
Ulucak Ardıç,2
Ulucak Ayşe-Hasan Türkmen Ortaokulu,2
Ulucak Cumhuriyet,2
Ulucak Giriş,2
Ulucak Jandarma,2
Ulucak Meydan,2
Ulucak Mezarlık,2
Ulucak Pazar Yeri,2
Ulucak Spor Tesisleri,2
Ulucak Trafo,2
Ulucak İlköğretim Okulu,2
Uludağ,2
Ulukent Aktarma,2
Ulukent Gar,2
Ulukent Koop Giriş,2
Ulukent Mezarlık,2
Ulukent Ortaokulu,2
Ulukent Park,2
Ulukent Siteler,2
Ulukent Trafo,2
Ulukent Üçyol,2
Ulus,2
Uluslararası Seferihisar İMKB Anadolu İmam Hatip Lisesi,2
Uluğbey İlkokulu,2
Umut Mahallesi Köprü,2
Urgancı,2
Urla Adliye,2
Urla Bölge Trafik,2
Urla Devlet Demiryolları Kampı,2
Urla Devlet Hastanesi,2
Urla Egiad Ortaokulu,2
Urla Emniyet,2
Urla Sanat,2
Urla Sanayi 1,2
Urla Sanayi 2,2
Urla Sanayi 3,2
Urla Stadı,2
Urla Villalar,2
Uslu,2
Uygar,2
Uygur,2
Uzlar,2
Uzman Çavuş Asım Türkel,2
Uzman Çavuş Ferruh Dikmen,2
Uzunburun,2
Uzundere Kavşağı,2
Uzundere Mezarlığı,2
Uzundere Toki Cami,2
Uzundere Yol Ayrımı,2
Uzunkuyu,2
Uzunkuyu Meydan,2
Uzunkuyu Ortaokulu,2
Uzunkuyu Yolayrımı,2
Uzunkuyu İnönü,2
Uğur,2
Uğur Koleji,2
Uğur Mumcu Muhtarlık,2
Uğur Mumcu Sağlık Ocağı,2
Vakıf Kuyu,2
Vali Konağı,2
Vali Kutlu Aktaş,2
Vali Namık Kemal İlköğretim Okulu,2
Vali Nevzat Ayaz Lisesi,2
Vali Rahmi Bey,2
Vecihi Hürkuş,2
Ventola,2
Verde,2
Veteriner İşleri Müdürlüğü,2
Veterinerlik,2
Veysel Karani Cami,2
Villa 1,2
Villa 2,2
Villa 3,2
Villa Ağaçlık,2
Villakent Anadolu Lisesi,2
Villakent Giriş,2
Villakent Merkez,2
Vizyon,2
Vişneli Bahçe,2
Vişneli Girişi,2
Vişneli Köyü Yol Ayrımı,2
Vişneli Küme Evleri,2
Vişneli Yolu,2
Vişneli Zeytinlik,2
Vişneli Çıkış,2
Vişneli Üçyol,2
Vişneli İlkokulu,2
Yabancı Diller,2
Yabancılar Şube Müdürlüğü,2
Yadigar Cami,2
Yadigar Sitesi,2
Yahya Kemal Beyatlı,2
Yaka,2
Yaka Giriş,2
Yaka Muhtarlık,2
Yaka Üçyol,2
Yakacık,2
Yakacık Papatya,2
Yakacık Çiftlik,2
Yakakent,2
Yakakent Ahlat,2
Yakaköy Girişi,2
Yakaköy Mezarlık,2
Yakamoz 2,2
Yakapınar,2
Yakapınar Giriş,2
Yakapınar Mezarlık,2
Yakapınar Çayırı,2
Yakapınar Çıkış,2
Yakınca,2
Yalnız Ev,2
Yalnızev Arayol,2
Yalnızev Meydan,2
Yalçındağ,2
Yalı Manzara,2
Yalı Market,2
Yalı Siteler,2
Yalı Tatil Sitesi,2
Yalı Villalar,2
Yalı Çiçekevler,2
Yalın Ayak Dede Türbesi,2
Yamanlar Karakol,2
Yamanlar Köyü Cami,2
Yamanlar Küme Evleri,2
Yamanlar Mesire Yeri,2
Yamanlar Muradiye Cami,2
Yamanlar PTT,2
Yamanlar Çeşme,2
Yamaç Parkı,2
Yangın Havuzu,2
Yanık köy Mezarlık,2
Yaren,2
Yaren Dede,2
Yasemin Uysal,2
Yassıtepe Höyüğü,2
Yavuz Selim İlkokulu,2
Yavuz Sultan Selim Cami,2
Yayakent,2
Yayakent Giriş,2
Yayakent Mezarlık,2
Yayakent Sanayi,2
Yayla,2
Yayla Kahvesi,2
Yayla Mevkii,2
Yayla Muhtarlık,2
Yazıbaşı,2
Yazıbaşı Merkez,2
Yazıbaşı Sağlık Ocağı,2
Yazıbaşı Tariş,2
Yazıbaşı Tekel,2
Yağ Fabrikası,2
Yağcılar Giriş,2
Yağcılar Orman,2
Yağcılar Sera,2
Yağcılar Tarla,2
Yağcılar yol ayrımı,2
Yağhaneler,2
Yağhaneler 2,2
Yağlar,2
Yağlar Çıkış,2
Yağmurcun,2
Yaşar Kemal Kültür Merkezi,2
Yaşar Kemal Mahalle Muhtarlığı,2
Yedi Eylül,2
Yedi Eylül Mahallesi Mezarlık,2
Yedi Göller,2
Yedi Göller İş Merkezi,2
Yel Aldı,2
Yel Değirmeni,2
Yeldeğirmenleri,2
Yelki,2
Yelki Kavşak,2
Yelki Saha,2
Yelki Yeldeğirmeni,2
Yelki Üçyol,2
Yemişlik,2
Yemişçi,2
Yener Caddesi,2
Yeni Bağarası,2
Yeni Bağarası Giriş,2
Yeni Bağarası Yol Ayrımı,2
Yeni Bağarası Çıkış,2
Yeni Bağarası İlkokulu,2
Yeni Bulgurca Cami,2
Yeni Bulgurca Giriş,2
Yeni Bulgurca Son Durağı,2
Yeni Dostlar Sitesi,2
Yeni Foça Birlik Evleri,2
Yeni Foça Jandarma,2
Yeni Foça Yol Ayrımı,2
Yeni Girne,2
Yeni Mahalle,2
Yeni Mahalle Altyol,2
Yeni Mahalle Muhtarlık,2
Yeni Mezarlık İki,2
Yeni Orhanlı Küme Evleri,2
Yeni Orhanlı Ortaokulu,2
Yeni Orman,2
Yeni Şakran  Merkez,2
Yeni Şakran Giriş,2
Yeni Şakran Yol Ayrımı,2
Yeniay,2
Yenibahar,2
Yenidünya,2
Yenifoça Caddesi,2
Yenigün Muhtar,2
Yenikent Aile Sağlığı,2
Yenikent Köprü,2
Yenikent Tariş,2
Yenikent Zeytinlik,2
Yeniköy,2
Yeniköy Atış Poligonu,2
Yeniköy Cami,2
Yeniköy Kahveler,2
Yeniköy Lale,2
Yeniköy Menekşe,2
Yeniköy Muhtarlık,2
Yeniköy Ortaokulu,2
Yeniköy Türktelekom,2
Yeniköy Zambak,2
Yeniköy Zeytin,2
Yeniköy Çiftlik,2
Yeniköy Çıkış,2
Yeniköy Şehit Cengiz Topel İlkokulu,2
Yenioba,2
Yenitepe Erguvan,2
Yenitepe Giriş,2
Yenitepe Meydan,2
Yeniyol,2
Yeniçiftlik Benzinlik,2
Yeniçiftlik Cami,2
Yeniçiftlik Ekin,2
Yeniçiftlik Merkez,2
Yeniçiftlik Nar,2
Yeniçiftlik Tavuk Çiftliği,2
Yeniçiftlik Çıkış,2
Yeniçiftlik İlkokulu,2
Yenişehir Gıda Çarşısı İZSU Yanı,2
Yenişehir PTT,2
Yenişehir Pazar Yeri,2
Yenişehir Üst Geçit,2
Yentur,2
Yerlitahtacı Yol Ayrımı,2
Yetmiş Beşinci Yıl Lisesi,2
Yetmiş Beşinci Yıl Parkı,2
Yetmiş Beşinci Yıl İlköğretim Okulu,2
Yeşil Bahçe,2
Yeşil Köşk,2
Yeşil Mahallesi Muhtarlığı,2
Yeşil Ova,2
Yeşil Ulu Cami,2
Yeşil Urla,2
Yeşil Yol,2
Yeşildere,2
Yeşildere Cami,2
Yeşilkaya,2
Yeşillik,2
Yeşilova,2
Yeşilova Gönül,2
Yeşilova Höyüğü,2
Yeşilova Köy Yolu,2
Yeşilova Mezarlık,2
Yeşilpınar Meydan,2
Yeşilpınar Muhtarlık,2
Yeşiltepe İlkokulu,2
Yeşilyurt Huzurevi,2
Yeşilyurt Merkez Cami,2
Yeşilyurt Mezarlık,2
Yeşilyurt Pazaryeri,2
Yeşilyurt Sağlık Ocağı,2
Yeşilyurt Çeşme,2
Yeşilyurt İtfaiye,2
Yeşilçam Eczane,2
Yeşilçam Market,2
Yeşilçam Muhtarlık,2
Yeşilçam Orman,2
Yiğitler,2
Yiğitler Bahçeler,2
Yiğitler Demirci,2
Yiğitler Giriş,2
Yoldaş,2
Yolüstü Benzinlik,2
Yolüstü Kahveler,2
Yolüstü Meydan,2
Yolüstü Seralar,2
Yortanlı,2
Yoğurtçular Giriş,2
Yoğurtçular Meydan,2
Yoğurtçular Papatya,2
Yoğurtçular Çıkış,2
Yukarı Kızılca,2
Yukarı Kızılca Belediye,2
Yukarı Kızılca Jandarma,2
Yukarı Kızılca Orman,2
Yukarı Kızılca Ortaokulu,2
Yukarı Kızılca Çamlık,2
Yukarı Mahalle,2
Yukarı Sancaklı,2
Yukarı Sancaklı Çıkış,2
Yukarı Sütçüler Trafo,2
Yukarı Sütçüler Çeşme,2
Yukarı Vişneli Meydan,2
Yukarı Çakaltepe,2
Yukarıbey,2
Yukarıbey Cami,2
Yukarıbey Giriş,2
Yukarıbey İlkokulu,2
Yukarıcuma Giriş,2
Yukarıcık,2
Yukarıkırıklar,2
Yumurtacı,2
Yunus,2
Yunus Emre Anadolu Lisesi,2
Yurtoğlu Muhtarlık,2
Yurtoğlu Pazaryeri,2
Yurtoğlu Son Durak,2
Yurtoğlu Üçyol,2
Yusuf Atılgan,2
Yusuflu,2
Yusuflu Köyü Giriş,2
Yusuflu Köyü Yol Ayrımı,2
Yuvalı,2
Yuvam,2
Yücel Sitesi,2
Yüksek Kahve,2
Yüksek Teknoloji,2
Yüksek Teknoloji Giriş,2
Yüksek Vadi,2
Yüksek Vadi 2,2
Yüzbaşı Şerafettin,2
Yüzbaşı Şerafettin Muhtarlık,2
Yüzüncü Yıl Karakolu,2
Yıkık Cami,2
Yıkık Cami 2,2
Yıkıkkemer Meydan,2
Yıldırım Beyazıt,2
Yıldırım Mahalle Muhtarlığı,2
Yıldız Garaj,2
Yıldız Kenter Kültür Merkezi,2
Yıldız Mandıra,2
Yıldız Tınas İzmiroğlu Anadolu Lisesi,2
Yıldıztepe,2
Zafer Mahallesi Muhtarlık,2
Zafer Ortaokulu,2
Zafer Parkı,2
Zafer Takı,2
Zakkum,2
Zağnos,2
Zehra Hoca İlköğretim Okulu,2
Zehra Semahat İlköğretim Okulu,2
Zeki Müren Parkı,2
Zencefil,2
Zerdeçal,2
Zeren,2
Zeytin Köy,2
Zeytin Çiçeği,2
Zeytinalanı Kreş,2
Zeytinalanı Meydan,2
Zeytindağ Fabrika,2
Zeytindağ Giriş,2
Zeytineli,2
Zeytinköy,2
Zeytinköy Bakkal,2
Zeytinköy Fabrika,2
Zeytinköy Giriş,2
Zeytinköy Mezarlık,2
Zeytinköy Yol Ayrımı,2
Zeytinköy Çiftlik,2
Zeytinler Köyü,2
Zeytinler Mezarlık,2
Zeytinova,2
Zeytinova Meydan,2
Zeytinova Yol Ayrımı,2
Zeytinova Çıkış,2
Zeytinyağ Fabrikası,2
Zeytinyağı Müzesi,2
Zihni Dağlı,2
Zihni Üstün İlkokulu,2
Zincirlikuyu,2
Zincirlikuyu 2,2
Zincirlikuyu Trafo,2
Zindancık Trafo,2
Zirve Kent,2
Ziya Gökalp Ortaokulu,2
Zübeyde Hanım Huzurevi,2
Zübeyde Hanım Sağlık Merkezi,2
Zümrüt,2
Zümrüt Evler Sitesi,2
Zümrüt Evleri,2
Çadır,2
Çakabey,2
Çakabey Anaokulu,2
Çakaltepe Giriş,2
Çakaltepe Köprü,2
Çakaltepe Yolu,2
Çakarlar,2
Çakmaklı,2
Çakmaklı Benzinlik,2
Çakmaklı Cami,2
Çakmaklı Liman,2
Çakmaklı Sahil,2
Çakmaklı Sahil Yolu,2
Çakmaklı Sezer Erşan Spor Tesisi,2
Çakmaklı Yolu,2
Çakmaklı Çiftlik,2
Çakmaktepe,2
Çakıl,2
Çakır,2
Çakırbeyli,2
Çakırbeyli Giriş,2
Çakırbeyli Mezarlık,2
Çakırbeyli Sağlık Ocağı,2
Çakırbeyli Viraj,2
Çakırbeyli Yol Ayrımı,2
Çakırbeyli Çıkış,2
Çakırbeylı Gündoğumu,2
Çalba,2
Çaltı Giriş,2
Çaltı Meydan,2
Çaltılıdere,2
Çaltılıdere Atlı Terapi Merkezi,2
Çamaltı,2
Çamavlu,2
Çamavlu Giriş,2
Çamavlu Güneşli Yolu,2
Çamavlu Köyü Yolu,2
Çamavlu Meydan,2
Çambel Batı,2
Çambel Orman,2
Çambel Toki,2
Çambel Toki 2,2
Çambel Şebnem Kardıcalı İlköğretim Okulu,2
Çamdibi Esnaf Odası,2
Çamdibi Sağlık Ocağı,2
Çamiçi Meydan,2
Çamkoru Sitesi,2
Çamkule,2
Çamkule Eski Son Durak,2
Çamköy,2
Çamköy Giriş,2
Çamköy Mahalle Cami,2
Çamköy Yolu,2
Çamkıran,2
Çamkıran Parkı,2
Çamlı Merkez,2
Çamlı Papatya,2
Çamlı Pınar Muhtarlık,2
Çamlı Solakoğlu,2
Çamlı Villaları,2
Çamlıbel Giriş,2
Çamlıca Giriş,2
Çamlıca Kavşağı,2
Çamlıca Meydan,2
Çamlıca Mezarlık,2
Çamlık Market,2
Çamlık Müze,2
Çamlık Yol Ayrımı,2
Çamlıkent Giriş,2
Çamlıkent Meydan,2
Çamlıkent Çıkış,2
Çamlıkule Muhtarlık,2
Çamlıkule Park,2
Çamlıkule Pazaryeri,2
Çamlıtepe,2
Çamlıçay Mahallesi,2
Çamtepe Besicilik,2
Çamtepe Eskicioğlu,2
Çamtepe Tepe,2
Çamönü,2
Çamönü Güven,2
Çamönü Naile Karadeniz İlkokulu,2
Çamönü Seralar,2
Çamönü Vatan,2
Çamönü Yolu,2
Çanak Koyu,2
Çandarlı Atabey,2
Çandarlı Bahçe,2
Çandarlı Dörtyol,2
Çandarlı Hilal,2
Çandarlı Mezarlık,2
Çandarlı Nilüfer,2
Çandarlı Plaj,2
Çandarlı Sahil,2
Çandarlı Sevgi,2
Çandarlı Yakamoz,2
Çandarlı Yol Ayrımı,2
Çandarlı Zeytin,2
Çandarlı Zeytinlik,2
Çandarlı Çiftlik,2
Çandarlı Üçyol,2
Çapak Girişi,2
Çapak Yol Ayrımı,2
Çapak Yolu,2
Çardak Kahve,2
Çardak Kamp,2
Çatal,2
Çatalca,2
Çatalca Bahçe,2
Çatalca Köprü,2
Çatalca Köşe,2
Çatalca Manzara,2
Çatalca Meydan,2
Çatalca Mezarlık,2
Çatalca Seralar,2
Çatalca Yol Ayrımı,2
Çatalca Çiftlik,2
Çatalca Üzüm,2
Çatalkaya,2
Çatkın,2
Çavuş Köy Cami,2
Çavuş Köy Üçyol,2
Çavuşali Sokak,2
Çay  Bahçesi,2
Çaybaşı Fabrikalar,2
Çaybaşı Lambalar,2
Çaybaşı Mermerci,2
Çaybaşı Meydan,2
Çaylı Aydın,2
Çaylı Koşuyolu,2
Çaylı Meydan,2
Çaylı Ortaokulu,2
Çaylı Sağlık Ocağı,2
Çaylı Yem Sokak,2
Çaylı Çıkış,2
Çayır Mahalle İlkokulu,2
Çayırcı,2
Çayırlı Bahçe,2
Çayırpınar,2
Çağdaş Sitesi,2
Çağdaş İstasyon,2
Çağla,2
Çağlar,2
Çeltikçi,2
Çetineller Ortaokulu,2
Çetineller Otel,2
Çevik Kuvvet,2
Çevirlik,2
Çevirlik Koyu,2
Çevre,2
Çevre ve Şehircilik İl Müdürlüğü,2
Çeşme Adliye,2
Çeşme Anfi Tiyatro,2
Çeşme Boyalık,2
Çeşme Devlet Hastanesi,2
Çeşme Emniyet Müdürlüğü,2
Çeşme Kültür Merkezi,2
Çeşme Lale,2
Çeşme Mavi,2
Çeşme Su Arıtma,2
Çeşme Tedaş,2
Çeşme Terminal,2
Çeşme Uğur Mumcu Parkı,2
Çeşme Yunus,2
Çeşme Üstgeçit,2
Çeşmealtı Limanı,2
Çeşmealtı Zeytinlik,2
Çifte Havuzlar,2
Çifte Selviler,2
Çiftel,2
Çiftlikköy,2
Çiftçi Gediği Giriş,2
Çiftçi Gediği Mezarlık,2
Çiftçi Gediği Çıkış,2
Çile Giriş,2
Çile Çıkış,2
Çilek Bahçesi,2
Çileklik,2
Çileme Akar,2
Çileme Açelya,2
Çileme Bahçe,2
Çileme Ekin,2
Çileme Manav,2
Çileme Merkez,2
Çileme Mezarlığı,2
Çileme Sera,2
Çileme Tepe Sokak,2
Çimenli Cami,2
Çimentaş Lisesi,2
Çimentepe Aile Sağlık Merkezi,2
Çimento Fabrikası,2
Çingülü,2
Çitköy,2
Çitköy Ahmetbeyler Ortaokulu,2
Çitköy Giriş,2
Çitköy Orman Deposu,2
Çiçek Mezatı,2
Çiçek Parkı,2
Çiçek Tatil Sitesi,2
Çiçekli,2
Çiçekli Köprü,2
Çiçekli Köy,2
Çiçekli Mesire Alanı,2
Çiçekçi,2
Çiğdem,2
Çiğli Belediye,2
Çiğli Devlet Hastanesi,2
Çiğli Ege Sanayi Sitesi,2
Çiğli Emniyet Müdürlüğü,2
Çiğli Erkek KYK Yurdu,2
Çiğli Kooperatif 1,2
Çiğli Kooperatif 2,2
Çiğli Kız Meslek Lisesi,2
Çiğli Santral,2
Çiğli İMKB Mesleki ve Teknik Anadolu Lisesi,2
Çiğli İtfaiye,2
Çiğli İzkent,2
Çiğli Şaraphane,2
Çoban,2
Çoban Yastığı,2
Çoban Yıldızı,2
Çobankızı,2
Çobançeşme Eski Son Durak,2
Çocuk Bahçesi,2
Çocuk Trafik Eğitim Parkı,2
Çocuk Trafik Eğitim Parkı 2,2
Çocuk parkı,2
Çolakoğlu,2
Çoraklar,2
Çorapçı,2
Çukur,2
Çukurbahçe Cami,2
Çukurköy Afetevler,2
Çukurköy Yol Ayrımı,2
Çukurköy Yolu,2
Çukurköy Çınaraltı,2
Çukuryer,2
Çöp Fabrikası,2
ÇİKOOP,2
Çıkrıkçın,2
Çınar Evleri,2
Çınar Parkı,2
Çınar Sitesi,2
Çınaraltı Evleri,2
Çınardibi Giriş,2
Çınardibi Merkez,2
Çınardibi Papatya,2
Çınardibi Yolu,2
Çınardibi Çıkış,2
Çınarköy Yolu,2
Çınarlı Hastanesi,2
Çınartepe Muhtarlık,2
Çırpı Akasya,2
Çırpı Belediyesi,2
Çırpı Cami,2
Çırpı Giriş,2
Çırpı Konutlar,2
Çırpı Köprü,2
Çırpı Park,2
Çırpı Pazar,2
Çırpı Çiftlik,2
Ödemiş,2
Ödemiş Belediye,2
Ödemiş Devlet Hastanesi,2
Ödemiş Garaj,2
Ödemiş Giriş,2
Ödemiş Hükümet Konağı,2
Ödemiş Kavşağı,2
Ödemiş Müzesi,2
Ödemiş Nikah Sarayı,2
Ödemiş Sanayi,2
Ödemiş Çeşme,2
Ödemiş İtfaiye,2
Ödemişliler,2
Öksüz,2
Öksüz Dere Mevki,2
Ömer Bilmen Cami,2
Ömer Seyfettin,2
Ömür,2
Ömür Beldesi,2
Ömür Sitesi Güneş,2
Ömür Sitesi Mavi,2
Ömür Sitesi Sahil Yolu,2
Ömür Sitesi Yağmur,2
Ören Belediye,2
Ören İlkokulu,2
Örenli,2
Örentepe Yolu,2
Örnekköy Girişi,2
Örnekköy Mezarlık,2
Örnekköy Polis Merkezi,2
Örnekköy Saha,2
Örnekköy Spor Tesisi,2
Örnekköy İlköğretim Okulu,2
Örnekköy Şehit İncekara İlkokulu,2
Öteyaka,2
Ötleğen,2
Öz Zümrütevleri Giriş,2
Özbek,2
Özbek Esentepe,2
Özbek Günbatımı,2
Özbek Kabristan,2
Özbek Konak,2
Özbek Liman,2
Özbek Meydan,2
Özbek Park,2
Özbek Plaj,2
Özbek Toki,2
Özbek Yolu,2
Özbek Çamlı,2
Özbek Çamlık,2
Özbek Üçyol,2
Özbey Giriş,2
Özbey Meydan,2
Özbey Çıkış,2
Özcan,2
Özcan Sitesi,2
Özdere Aile Sağlığı Merkezi,2
Özdere Belediye Garajı,2
Özdere Belediyesi,2
Özdere Mezarlığı,2
Özdere Spor Salonu,2
Özdeşkent,2
Özel Sağlık,2
Özensu,2
Özevler,2
Özgürkent,2
Özkan,2
Özkent,2
Özlem Sitesi,2
Öztepe,2
Öztürkler,2
Öğrenci Köyü,2
Öğretmenevi,2
Öğretmenler,2
Öğretmenler Sitesi,2
Öğretmenler ve Şeker Mevhibe Ortaokulu,2
Ülkü,2
Ülkü Sineması,2
Ümit,2
Ünal Soğuk Hava,2
Ürkmez Belediyesi,2
Ürkmez Jandarma,2
Ürkmez Kardelen,2
Ürkmez Kumsal,2
Ürkmez Pazaryeri,2
Ürkmez Sağlık Ocağı,2
Ürkmez İpek,2
Ürkmez İstiklal,2
Üzüm Bağları,2
Üzümler,2
Üzümlü,2
Üç Kemer Caddesi,2
Üç Kemer Köprüsü,2
Üç Pınarlar,2
Üçevler,2
Üçgen Park,2
Üçgöz,2
Üçkemer,2
Üçmezar,2
Üçyol Ayrımı,2
Üçyol Metro,2
Üçyol Sevgi Yolu Parkı,2
Üçüncü Sanayi,2
Üçüncü Trafo,2
İPOSB Mesleki ve Teknik A.L.,2
İTOB,2
İYTE Kız Öğrenci Yurdu,2
İYTE Yaşam Merkezi,2
İYTE Öğrenci Yurdu,2
İZDER,2
İZUM,2
İbrahim Alanı,2
İbrahim Ethem,2
İbrahim Fatih Cami,2
İbrahim Kesici,2
İhsan Alyanak Parkı,2
İhsaniye yolu,2
İkinci Köprü,2
İkinci Nizamiye,2
İkinci Oyak Sitesi,2
İkinci Trafo,2
İkinci İnönü Meydan,2
İkmal,2
İl Sağlık Müdürlüğü Ek Hizmet Binaları,2
İl Özel İdare Asfalt Şantiye,2
İl Özel İdare Lojmanları,2
İlk Evler,2
İlke,2
İlkevler,2
İlkevler 2,2
İlkkent,2
İlkkurşun,2
İlkkurşun Anadolu Lisesi,2
İlkkurşun Küme,2
İlkkurşun Ova,2
İller Bankası,2
İltur,2
İlçe Tarım,2
İmam Hatip 2,2
İmam Hatip Lisesi,2
İmamlar,2
İmbat,2
İncecikler,2
İncikent,2
İncir Fabrikası,2
İnciraltı,2
İnciraltı Bakü Bulvarı,2
İncirağa,2
İncircik,2
İncirliboğaz,2
İncirlik,2
İnecik Giriş,2
İnecik Tarla,2
İnecik Yol Ayrımı,2
İnecik Yolayrımı,2
İnlik,2
İntepe,2
İnönü Kültür Merkezi,2
İnönü Mahallesi Muhtarlık,2
İnönü Mahallesi Muhtarlığı,2
İnönü Mahallesi Trafo,2
İrem Sitesi,2
İrfan Nadir İlkokulu,2
İris,2
İris Gölü,2
İsmail Cem Kültür Merkezi,2
İsmail Hakkı Tonguç Parkı,2
İsmail Rahmi Karadavut İlkokulu,2
İsmail Şekip Uyal İlköğretim Okulu,2
İsmet Paşa Muhtarlık,2
İsmet Paşa Sağlık Ocağı,2
İsmet Sezgin İlköğretim Okulu,2
İsmet İnönü Parkı,2
İstasyon Alt Geçidi,2
İstasyon Altı 1,2
İstasyon Köprü,2
İstasyon Üst Geçit,2
İstihkam,2
İstihkam Okulu,2
İstiklal Meydanı,2
İtfaiye,2
İva,2
İyiburnaz Ortaokulu,2
İzban Koşu Durağı,2
İzbeton,2
İzbeton Tesisleri,2
İzeltaş,2
İzeltaş Mağaza,2
İzkent 1,2
İzkent Depo,2
İzkent Mahalle Muhtarlığı,2
İzkent Meydan,2
İzkent Su Deposu,2
İzkent Çay Bahçesi,2
İzkent Üçyol,2
İzli Kuyu,2
İzmir Anadolu Lisesi,2
İzmir Caddesi,2
İzmir Cengiz Aytmatov Sosyal Bilimler Lisesi,2
İzmir Demokrasi Üniversitesi,2
İzmir Spor,2
İzmir Tınaztepe Üniversitesi Üst Giriş,2
İzmir Yardımsevenler Derneği Kuşçular İlkokulu,2
İzsu Hizmet Binası,2
İzsu Siteler,2
İzyuva,2
İçmekıyısı,2
İçmeler,2
İçmeler Stad,2
İçmeler Çıkış,2
İğdecik Giriş,2
İğdeli,2
İğdeli Kahve,2
İğnedere Giriş,2
