route_1,route_2,common_stop_count,common_stop_rank
515,570,15,97
517,681,15,97
520,84,15,97
523,579,15,97
524,579,15,97
532,742,15,97
543,930,15,97
550,588,15,97
557,559,15,97
558,559,15,97
558,598,15,97
570,930,15,97
570,963,15,97
595,817,15,97
67,966,15,97
67,988,15,97
681,811,15,97
681,879,15,97
695,749,15,97
695,820,15,97
705,728,15,97
72,940,15,97
762,983,15,97
767,769,15,97
769,967,15,97
820,912,15,97
827,912,15,97
930,951,15,97
949,966,15,97
102,557,14,98
104,171,14,98
104,874,14,98
105,72,14,98
108,92,14,98
114,314,14,98
126,430,14,98
126,435,14,98
126,532,14,98
147,532,14,98
152,157,14,98
152,491,14,98
152,891,14,98
157,508,14,98
157,828,14,98
157,887,14,98
19,520,14,98
206,472,14,98
206,878,14,98
222,430,14,98
222,435,14,98
222,532,14,98
229,327,14,98
229,423,14,98
229,442,14,98
229,595,14,98
234,470,14,98
240,430,14,98
247,329,14,98
247,529,14,98
267,564,14,98
27,910,14,98
285,866,14,98
302,54,14,98
305,311,14,98
311,321,14,98
311,510,14,98
311,650,14,98
311,82,14,98
311,909,14,98
311,971,14,98
311,975,14,98
311,981,14,98
311,982,14,98
311,983,14,98
311,984,14,98
311,985,14,98
311,987,14,98
322,447,14,98
326,435,14,98
326,532,14,98
327,423,14,98
327,428,14,98
327,429,14,98
327,442,14,98
327,443,14,98
327,445,14,98
327,446,14,98
327,447,14,98
327,595,14,98
327,820,14,98
327,827,14,98
329,344,14,98
338,534,14,98
34,39,14,98
344,529,14,98
346,442,14,98
364,59,14,98
365,585,14,98
368,468,14,98
423,428,14,98
423,429,14,98
423,445,14,98
423,446,14,98
423,447,14,98
423,820,14,98
423,827,14,98
428,442,14,98
428,535,14,98
429,442,14,98
429,595,14,98
430,487,14,98
430,853,14,98
430,920,14,98
435,487,14,98
435,853,14,98
435,920,14,98
442,445,14,98
442,447,14,98
442,820,14,98
442,827,14,98
443,595,14,98
445,595,14,98
446,535,14,98
446,602,14,98
446,608,14,98
446,660,14,98
446,800,14,98
446,912,14,98
446,920,14,98
447,595,14,98
465,515,14,98
465,74,14,98
471,515,14,98
471,74,14,98
472,676,14,98
480,481,14,98
487,532,14,98
491,510,14,98
491,691,14,98
491,910,14,98
498,662,14,98
498,699,14,98
516,539,14,98
516,873,14,98
520,575,14,98
532,853,14,98
532,920,14,98
535,820,14,98
535,827,14,98
559,570,14,98
560,59,14,98
564,59,14,98
566,584,14,98
568,585,14,98
587,588,14,98
595,602,14,98
595,608,14,98
595,660,14,98
595,800,14,98
643,836,14,98
644,836,14,98
648,660,14,98
668,769,14,98
684,734,14,98
684,762,14,98
684,961,14,98
691,891,14,98
691,92,14,98
695,826,14,98
705,707,14,98
715,795,14,98
734,738,14,98
734,762,14,98
734,984,14,98
737,762,14,98
738,762,14,98
738,961,14,98
762,882,14,98
762,961,14,98
762,978,14,98
766,769,14,98
768,769,14,98
769,988,14,98
810,816,14,98
818,866,14,98
875,876,14,98
891,910,14,98
9,909,14,98
9,981,14,98
9,982,14,98
9,984,14,98
949,988,14,98
961,984,14,98
962,975,14,98
962,985,14,98
962,987,14,98
104,105,13,99
104,484,13,99
105,285,13,99
105,374,13,99
105,465,13,99
105,471,13,99
125,602,13,99
125,608,13,99
125,660,13,99
125,800,13,99
125,912,13,99
128,695,13,99
136,140,13,99
149,816,13,99
152,27,13,99
167,480,13,99
167,551,13,99
168,565,13,99
168,566,13,99
171,285,13,99
171,374,13,99
171,72,13,99
214,543,13,99
229,322,13,99
249,543,13,99
249,565,13,99
249,566,13,99
27,508,13,99
27,691,13,99
27,887,13,99
284,866,13,99
285,484,13,99
285,490,13,99
290,390,13,99
305,510,13,99
305,650,13,99
311,8,13,99
321,510,13,99
321,650,13,99
322,423,13,99
322,428,13,99
322,429,13,99
322,442,13,99
322,443,13,99
322,445,13,99
322,446,13,99
322,595,13,99
322,820,13,99
322,827,13,99
335,537,13,99
34,466,13,99
365,584,13,99
374,484,13,99
374,490,13,99
374,876,13,99
417,476,13,99
417,676,13,99
42,441,13,99
426,447,13,99
430,447,13,99
465,484,13,99
470,72,13,99
471,484,13,99
472,476,13,99
472,818,13,99
480,486,13,99
484,72,13,99
485,940,13,99
510,82,13,99
510,909,13,99
510,971,13,99
510,975,13,99
510,981,13,99
510,982,13,99
510,983,13,99
510,984,13,99
510,985,13,99
510,987,13,99
515,662,13,99
515,699,13,99
516,877,13,99
535,537,13,99
539,543,13,99
539,930,13,99
556,89,13,99
559,568,13,99
643,651,13,99
644,651,13,99
650,82,13,99
650,909,13,99
650,971,13,99
650,975,13,99
650,981,13,99
650,982,13,99
650,983,13,99
650,984,13,99
650,985,13,99
650,987,13,99
662,930,13,99
676,878,13,99
697,887,13,99
699,930,13,99
701,727,13,99
713,715,13,99
766,966,13,99
806,887,13,99
823,879,13,99
858,887,13,99
105,485,12,100
128,608,12,100
128,827,12,100
156,92,12,100
157,910,12,100
16,18,12,100
16,84,12,100
167,950,12,100
167,969,12,100
171,485,12,100
176,536,12,100
177,536,12,100
18,520,12,100
18,879,12,100
193,587,12,100
202,887,12,100
204,887,12,100
206,887,12,100
213,390,12,100
213,412,12,100
213,690,12,100
214,568,12,100
232,233,12,100
232,353,12,100
232,818,12,100
234,940,12,100
240,535,12,100
240,741,12,100
249,498,12,100
249,963,12,100
253,920,12,100
267,367,12,100
290,412,12,100
290,690,12,100
303,476,12,100
303,536,12,100
303,676,12,100
303,805,12,100
304,465,12,100
304,471,12,100
328,568,12,100
330,498,12,100
330,568,12,100
36,838,12,100
390,412,12,100
390,690,12,100
412,690,12,100
418,838,12,100
423,816,12,100
428,695,12,100
430,535,12,100
472,536,12,100
476,878,12,100
480,510,12,100
480,650,12,100
508,799,12,100
510,8,12,100
515,568,12,100
520,579,12,100
522,556,12,100
535,741,12,100
536,878,12,100
556,588,12,100
556,823,12,100
568,930,12,100
568,963,12,100
575,879,12,100
579,879,12,100
602,658,12,100
602,695,12,100
602,747,12,100
602,753,12,100
602,759,12,100
602,868,12,100
650,8,12,100
657,758,12,100
658,800,12,100
660,695,12,100
666,756,12,100
680,691,12,100
684,737,12,100
684,882,12,100
684,978,12,100
695,800,12,100
697,709,12,100
698,848,12,100
701,705,12,100
705,709,12,100
709,806,12,100
709,858,12,100
715,783,12,100
727,783,12,100
732,762,12,100
732,962,12,100
737,738,12,100
737,984,12,100
738,882,12,100
738,978,12,100
747,800,12,100
748,848,12,100
753,800,12,100
756,758,12,100
759,800,12,100
762,984,12,100
800,868,12,100
808,887,12,100
811,951,12,100
814,829,12,100
882,984,12,100
978,984,12,100
102,515,11,101
102,930,11,101
104,303,11,101
105,940,11,101
117,153,11,101
117,214,11,101
117,249,11,101
117,364,11,101
117,54,11,101
117,59,11,101
117,662,11,101
117,699,11,101
124,588,11,101
125,327,11,101
135,78,11,101
137,577,11,101
153,214,11,101
153,249,11,101
153,302,11,101
153,367,11,101
153,54,11,101
153,58,11,101
153,59,11,101
153,60,11,101
153,64,11,101
153,662,11,101
153,699,11,101
157,556,11,101
157,691,11,101
16,579,11,101
168,585,11,101
171,940,11,101
176,206,11,101
176,277,11,101
177,206,11,101
19,575,11,101
19,579,11,101
200,92,11,101
206,303,11,101
213,878,11,101
214,302,11,101
214,367,11,101
214,539,11,101
214,57,11,101
214,58,11,101
214,60,11,101
214,64,11,101
221,487,11,101
221,547,11,101
233,417,11,101
249,302,11,101
249,367,11,101
249,539,11,101
249,57,11,101
249,58,11,101
249,585,11,101
249,60,11,101
249,64,11,101
253,951,11,101
27,92,11,101
285,876,11,101
29,30,11,101
290,878,11,101
302,44,11,101
302,45,11,101
302,59,11,101
302,662,11,101
302,699,11,101
303,470,11,101
303,490,11,101
303,515,11,101
303,940,11,101
326,327,11,101
359,502,11,101
364,60,11,101
367,54,11,101
367,59,11,101
367,662,11,101
367,699,11,101
390,878,11,101
42,475,11,101
434,537,11,101
435,537,11,101
442,810,11,101
470,485,11,101
484,940,11,101
498,534,11,101
501,515,11,101
501,930,11,101
502,515,11,101
502,930,11,101
503,515,11,101
503,930,11,101
504,515,11,101
504,930,11,101
508,707,11,101
508,804,11,101
508,891,11,101
513,515,11,101
513,930,11,101
515,599,11,101
517,523,11,101
522,89,11,101
523,575,11,101
524,575,11,101
539,662,11,101
539,699,11,101
539,92,11,101
54,57,11,101
54,58,11,101
54,60,11,101
54,64,11,101
57,59,11,101
57,662,11,101
57,699,11,101
58,59,11,101
58,662,11,101
58,699,11,101
587,680,11,101
588,89,11,101
59,60,11,101
59,64,11,101
595,816,11,101
599,930,11,101
60,662,11,101
60,699,11,101
602,698,11,101
609,801,11,101
64,662,11,101
64,699,11,101
658,698,11,101
660,698,11,101
681,910,11,101
690,878,11,101
698,800,11,101
714,795,11,101
715,727,11,101
722,727,11,101
742,78,11,101
762,975,11,101
762,985,11,101
762,987,11,101
789,814,11,101
823,89,11,101
866,874,11,101
102,214,10,102
102,249,10,102
104,233,10,102
105,671,10,102
15,681,10,102
152,156,10,102
156,508,10,102
156,879,10,102
156,887,10,102
156,910,10,102
16,879,10,102
17,24,10,102
171,490,10,102
171,671,10,102
176,304,10,102
176,940,10,102
177,277,10,102
177,304,10,102
177,940,10,102
19,20,10,102
20,587,10,102
20,680,10,102
200,891,10,102
214,501,10,102
214,502,10,102
214,503,10,102
214,504,10,102
214,513,10,102
214,599,10,102
224,877,10,102
233,285,10,102
233,374,10,102
233,465,10,102
233,471,10,102
233,671,10,102
233,72,10,102
249,501,10,102
249,502,10,102
249,503,10,102
249,504,10,102
249,513,10,102
249,599,10,102
25,650,10,102
25,977,10,102
27,879,10,102
285,515,10,102
29,32,10,102
30,32,10,102
311,811,10,102
338,359,10,102
338,559,10,102
342,442,10,102
353,465,10,102
353,471,10,102
353,676,10,102
353,891,10,102
359,498,10,102
359,662,10,102
36,418,10,102
361,430,10,102
361,435,10,102
361,532,10,102
365,568,10,102
374,515,10,102
39,418,10,102
417,484,10,102
417,671,10,102
44,475,10,102
465,866,10,102
470,691,10,102
471,866,10,102
476,874,10,102
476,875,10,102
476,876,10,102
481,510,10,102
481,650,10,102
484,671,10,102
498,559,10,102
498,570,10,102
498,963,10,102
510,891,10,102
520,879,10,102
522,587,10,102
532,535,10,102
536,866,10,102
536,874,10,102
536,875,10,102
536,876,10,102
550,587,10,102
550,89,10,102
557,558,10,102
595,596,10,102
596,817,10,102
610,92,10,102
650,977,10,102
651,836,10,102
676,874,10,102
676,875,10,102
676,876,10,102
684,733,10,102
691,940,10,102
691,950,10,102
712,714,10,102
712,715,10,102
713,858,10,102
715,858,10,102
729,814,10,102
733,738,10,102
733,762,10,102
733,962,10,102
733,984,10,102
734,962,10,102
737,962,10,102
743,783,10,102
754,758,10,102
755,758,10,102
775,814,10,102
776,814,10,102
792,814,10,102
794,814,10,102
805,874,10,102
805,875,10,102
805,876,10,102
828,891,10,102
866,875,10,102
882,962,10,102
887,891,10,102
961,962,10,102
961,982,10,102
962,978,10,102
102,359,9,103
102,539,9,103
104,234,9,103
105,234,9,103
105,470,9,103
108,152,9,103
108,156,9,103
108,508,9,103
108,887,9,103
108,910,9,103
117,505,9,103
121,912,9,103
121,951,9,103
124,522,9,103
124,823,9,103
124,84,9,103
125,126,9,103
15,950,9,103
156,691,9,103
16,575,9,103
16,680,9,103
171,234,9,103
171,277,9,103
176,353,9,103
177,353,9,103
202,24,9,103
202,25,9,103
202,650,9,103
202,950,9,103
202,977,9,103
206,285,9,103
206,374,9,103
206,874,9,103
206,875,9,103
206,876,9,103
224,671,9,103
229,777,9,103
23,516,9,103
23,587,9,103
233,485,9,103
233,940,9,103
234,285,9,103
234,374,9,103
234,465,9,103
234,471,9,103
234,484,9,103
234,680,9,103
234,72,9,103
24,25,9,103
24,510,9,103
24,650,9,103
24,977,9,103
25,510,9,103
277,676,9,103
290,777,9,103
302,35,9,103
304,866,9,103
311,486,9,103
315,316,9,103
322,777,9,103
327,777,9,103
328,498,9,103
330,777,9,103
353,476,9,103
359,501,9,103
359,504,9,103
364,64,9,103
423,777,9,103
428,777,9,103
429,777,9,103
442,777,9,103
443,777,9,103
445,777,9,103
446,777,9,103
447,777,9,103
470,484,9,103
470,680,9,103
470,910,9,103
470,950,9,103
485,74,9,103
498,539,9,103
501,539,9,103
502,539,9,103
503,539,9,103
504,539,9,103
505,60,9,103
510,977,9,103
513,539,9,103
516,523,9,103
517,671,9,103
522,550,9,103
532,537,9,103
537,577,9,103
539,599,9,103
539,873,9,103
543,777,9,103
550,823,9,103
588,828,9,103
595,777,9,103
595,912,9,103
596,920,9,103
598,599,9,103
598,699,9,103
611,801,9,103
643,645,9,103
643,831,9,103
643,832,9,103
643,833,9,103
643,835,9,103
644,645,9,103
644,831,9,103
644,832,9,103
644,833,9,103
644,835,9,103
651,831,9,103
651,832,9,103
651,833,9,103
675,762,9,103
693,743,9,103
693,770,9,103
697,782,9,103
714,724,9,103
714,727,9,103
714,770,9,103
714,780,9,103
714,781,9,103
714,782,9,103
714,798,9,103
732,760,9,103
732,761,9,103
732,906,9,103
733,760,9,103
733,761,9,103
733,906,9,103
734,760,9,103
734,761,9,103
734,906,9,103
74,866,9,103
751,816,9,103
777,820,9,103
777,827,9,103
782,806,9,103
837,839,9,103
873,977,9,103
883,981,9,103
102,330,8,104
104,876,8,104
108,157,8,104
108,27,8,104
123,149,8,104
123,247,8,104
123,329,8,104
123,344,8,104
123,529,8,104
123,751,8,104
124,879,8,104
140,602,8,104
140,608,8,104
140,660,8,104
140,800,8,104
140,912,8,104
147,602,8,104
147,608,8,104
147,660,8,104
147,800,8,104
147,912,8,104
148,532,8,104
148,602,8,104
148,608,8,104
148,660,8,104
148,800,8,104
148,912,8,104
149,247,8,104
149,329,8,104
149,342,8,104
149,344,8,104
149,529,8,104
168,570,8,104
176,470,8,104
176,490,8,104
177,470,8,104
177,490,8,104
18,950,8,104
19,950,8,104
197,335,8,104
20,681,8,104
202,940,8,104
224,587,8,104
224,879,8,104
234,485,8,104
234,691,8,104
240,435,8,104
240,602,8,104
240,608,8,104
240,660,8,104
240,800,8,104
240,912,8,104
247,342,8,104
247,751,8,104
247,816,8,104
249,330,8,104
277,304,8,104
277,353,8,104
277,364,8,104
277,465,8,104
277,472,8,104
277,476,8,104
277,490,8,104
277,515,8,104
285,303,8,104
285,304,8,104
285,476,8,104
285,536,8,104
285,676,8,104
285,805,8,104
302,951,8,104
303,374,8,104
303,874,8,104
303,875,8,104
303,876,8,104
304,374,8,104
304,412,8,104
304,874,8,104
304,875,8,104
304,876,8,104
305,551,8,104
314,949,8,104
317,358,8,104
329,342,8,104
329,751,8,104
329,816,8,104
330,338,8,104
330,501,8,104
330,502,8,104
330,504,8,104
330,662,8,104
34,418,8,104
342,344,8,104
342,529,8,104
342,751,8,104
344,751,8,104
344,816,8,104
353,412,8,104
353,536,8,104
359,543,8,104
374,476,8,104
374,536,8,104
374,676,8,104
374,805,8,104
374,866,8,104
412,471,8,104
412,472,8,104
412,490,8,104
412,515,8,104
412,676,8,104
423,817,8,104
426,435,8,104
426,535,8,104
426,602,8,104
426,608,8,104
426,660,8,104
426,741,8,104
426,800,8,104
426,912,8,104
430,434,8,104
434,535,8,104
434,602,8,104
434,608,8,104
434,660,8,104
434,741,8,104
434,800,8,104
434,912,8,104
435,535,8,104
442,817,8,104
476,866,8,104
481,486,8,104
502,534,8,104
505,64,8,104
510,551,8,104
517,950,8,104
522,879,8,104
523,680,8,104
529,751,8,104
529,816,8,104
534,559,8,104
535,595,8,104
551,650,8,104
551,971,8,104
556,671,8,104
577,602,8,104
577,608,8,104
577,660,8,104
577,800,8,104
577,912,8,104
587,823,8,104
587,879,8,104
602,77,8,104
602,78,8,104
608,749,8,104
608,77,8,104
608,78,8,104
643,646,8,104
643,936,8,104
644,646,8,104
644,936,8,104
660,77,8,104
660,78,8,104
671,823,8,104
671,879,8,104
676,866,8,104
681,940,8,104
697,715,8,104
714,719,8,104
714,721,8,104
714,763,8,104
714,783,8,104
714,784,8,104
714,786,8,104
715,781,8,104
715,806,8,104
719,858,8,104
74,818,8,104
77,800,8,104
77,912,8,104
772,949,8,104
78,800,8,104
78,912,8,104
782,858,8,104
786,858,8,104
805,866,8,104
828,887,8,104
831,836,8,104
832,836,8,104
833,836,8,104
879,950,8,104
102,338,7,105
111,314,7,105
117,418,7,105
117,44,7,105
117,45,7,105
121,126,7,105
121,135,7,105
121,136,7,105
121,137,7,105
121,197,7,105
121,222,7,105
121,229,7,105
121,258,7,105
121,322,7,105
121,326,7,105
121,327,7,105
121,361,7,105
121,423,7,105
121,428,7,105
121,429,7,105
121,442,7,105
121,443,7,105
121,445,7,105
121,446,7,105
121,447,7,105
121,487,7,105
121,595,7,105
121,741,7,105
121,742,7,105
121,820,7,105
121,827,7,105
121,847,7,105
121,853,7,105
125,920,7,105
126,200,7,105
126,290,7,105
126,330,7,105
126,543,7,105
126,777,7,105
128,295,7,105
135,200,7,105
135,290,7,105
135,330,7,105
135,543,7,105
135,77,7,105
135,777,7,105
136,200,7,105
136,290,7,105
136,330,7,105
136,543,7,105
136,777,7,105
137,200,7,105
137,290,7,105
137,330,7,105
137,543,7,105
137,777,7,105
15,20,7,105
152,550,7,105
152,587,7,105
153,418,7,105
153,44,7,105
153,45,7,105
154,418,7,105
154,475,7,105
156,539,7,105
168,365,7,105
171,304,7,105
171,353,7,105
171,412,7,105
171,472,7,105
171,515,7,105
176,472,7,105
176,515,7,105
176,878,7,105
177,472,7,105
177,515,7,105
177,878,7,105
18,27,7,105
18,681,7,105
19,27,7,105
19,681,7,105
193,517,7,105
193,550,7,105
197,200,7,105
197,290,7,105
197,330,7,105
197,543,7,105
197,777,7,105
20,27,7,105
20,588,7,105
20,811,7,105
20,950,7,105
200,222,7,105
200,258,7,105
200,326,7,105
200,361,7,105
200,487,7,105
200,510,7,105
200,741,7,105
200,742,7,105
200,847,7,105
200,853,7,105
202,5,7,105
202,6,7,105
202,691,7,105
202,7,7,105
204,510,7,105
204,910,7,105
206,510,7,105
206,910,7,105
214,418,7,105
214,44,7,105
214,45,7,105
222,290,7,105
222,330,7,105
222,543,7,105
222,777,7,105
224,550,7,105
229,821,7,105
233,234,7,105
233,470,7,105
24,480,7,105
24,5,7,105
24,6,7,105
24,7,7,105
240,537,7,105
249,365,7,105
249,418,7,105
249,44,7,105
249,45,7,105
25,5,7,105
25,6,7,105
25,7,7,105
258,290,7,105
258,330,7,105
258,543,7,105
258,777,7,105
27,539,7,105
277,412,7,105
277,470,7,105
277,471,7,105
277,505,7,105
277,878,7,105
284,838,7,105
290,326,7,105
290,361,7,105
290,487,7,105
290,741,7,105
290,742,7,105
290,847,7,105
290,853,7,105
302,36,7,105
302,418,7,105
302,466,7,105
302,838,7,105
303,36,7,105
304,36,7,105
305,950,7,105
314,317,7,105
314,67,7,105
314,966,7,105
314,988,7,105
322,821,7,105
326,330,7,105
326,543,7,105
326,777,7,105
327,821,7,105
330,361,7,105
330,487,7,105
330,741,7,105
330,742,7,105
330,847,7,105
330,853,7,105
338,501,7,105
338,502,7,105
338,503,7,105
338,504,7,105
338,513,7,105
338,543,7,105
338,599,7,105
338,662,7,105
338,699,7,105
34,41,7,105
34,46,7,105
35,36,7,105
35,466,7,105
35,838,7,105
35,951,7,105
361,543,7,105
361,777,7,105
364,367,7,105
367,418,7,105
367,44,7,105
367,45,7,105
367,560,7,105
367,67,7,105
368,67,7,105
39,41,7,105
39,42,7,105
39,46,7,105
41,49,7,105
412,465,7,105
412,470,7,105
412,476,7,105
418,44,7,105
418,45,7,105
418,475,7,105
418,54,7,105
418,57,7,105
418,58,7,105
418,59,7,105
418,60,7,105
418,64,7,105
418,662,7,105
418,699,7,105
42,49,7,105
423,821,7,105
426,537,7,105
428,821,7,105
428,853,7,105
429,821,7,105
430,537,7,105
44,54,7,105
44,57,7,105
44,58,7,105
44,59,7,105
44,60,7,105
44,64,7,105
44,662,7,105
44,699,7,105
442,821,7,105
443,821,7,105
445,821,7,105
446,821,7,105
447,821,7,105
45,54,7,105
45,57,7,105
45,58,7,105
45,59,7,105
45,60,7,105
45,64,7,105
45,662,7,105
45,699,7,105
46,475,7,105
46,49,7,105
465,805,7,105
470,681,7,105
470,874,7,105
470,875,7,105
470,876,7,105
471,805,7,105
481,7,7,105
487,543,7,105
487,777,7,105
490,72,7,105
490,874,7,105
490,875,7,105
490,876,7,105
5,811,7,105
5,977,7,105
504,598,7,105
508,550,7,105
508,587,7,105
510,697,7,105
510,806,7,105
510,858,7,105
515,874,7,105
515,875,7,105
515,876,7,105
534,598,7,105
534,599,7,105
537,741,7,105
543,741,7,105
543,742,7,105
543,847,7,105
543,853,7,105
550,887,7,105
587,84,7,105
587,887,7,105
595,821,7,105
6,811,7,105
6,977,7,105
610,828,7,105
610,879,7,105
643,842,7,105
644,842,7,105
645,831,7,105
645,832,7,105
645,833,7,105
645,836,7,105
646,831,7,105
646,832,7,105
646,833,7,105
646,836,7,105
657,753,7,105
657,754,7,105
657,755,7,105
664,744,7,105
671,873,7,105
675,9,7,105
675,962,7,105
678,679,7,105
678,790,7,105
680,681,7,105
680,910,7,105
680,940,7,105
680,950,7,105
681,691,7,105
684,981,7,105
684,982,7,105
697,910,7,105
7,811,7,105
7,977,7,105
714,785,7,105
714,858,7,105
715,724,7,105
715,770,7,105
715,780,7,105
715,782,7,105
715,798,7,105
741,777,7,105
742,77,7,105
742,777,7,105
747,758,7,105
753,754,7,105
753,755,7,105
753,756,7,105
754,756,7,105
755,756,7,105
758,759,7,105
758,868,7,105
777,847,7,105
777,853,7,105
777,920,7,105
795,796,7,105
795,803,7,105
806,910,7,105
820,821,7,105
820,853,7,105
821,827,7,105
827,853,7,105
831,835,7,105
831,842,7,105
832,835,7,105
832,842,7,105
833,835,7,105
833,842,7,105
835,836,7,105
836,842,7,105
858,910,7,105
866,940,7,105
874,940,7,105
875,940,7,105
876,940,7,105
910,920,7,105
920,930,7,105
920,940,7,105
920,950,7,105
930,940,7,105
950,971,7,105
102,168,6,106
104,176,6,106
104,177,6,106
108,490,6,106
108,691,6,106
111,949,6,106
121,196,6,106
121,202,6,106
121,213,6,106
121,910,6,106
121,930,6,106
121,940,6,106
121,950,6,106
124,193,6,106
124,20,6,106
124,23,6,106
124,680,6,106
128,595,6,106
128,596,6,106
128,698,6,106
128,748,6,106
128,817,6,106
128,820,6,106
128,920,6,106
149,853,6,106
15,152,6,106
15,508,6,106
15,550,6,106
15,587,6,106
15,588,6,106
15,887,6,106
152,202,6,106
152,204,6,106
152,206,6,106
152,588,6,106
152,697,6,106
152,806,6,106
152,808,6,106
152,858,6,106
156,200,6,106
157,200,6,106
157,539,6,106
168,501,6,106
168,502,6,106
168,503,6,106
168,504,6,106
168,513,6,106
168,599,6,106
171,878,6,106
18,588,6,106
18,811,6,106
18,910,6,106
19,588,6,106
19,811,6,106
19,910,6,106
196,200,6,106
196,290,6,106
196,330,6,106
196,537,6,106
196,543,6,106
196,920,6,106
20,523,6,106
20,524,6,106
20,910,6,106
200,213,6,106
200,229,6,106
200,27,6,106
200,322,6,106
200,327,6,106
200,353,6,106
200,423,6,106
200,428,6,106
200,429,6,106
200,442,6,106
200,443,6,106
200,445,6,106
200,446,6,106
200,447,6,106
200,515,6,106
200,595,6,106
200,820,6,106
200,827,6,106
202,253,6,106
202,353,6,106
202,480,6,106
202,891,6,106
202,920,6,106
204,353,6,106
204,691,6,106
204,891,6,106
206,691,6,106
206,891,6,106
213,330,6,106
213,543,6,106
214,53,6,106
224,524,6,106
229,247,6,106
229,344,6,106
229,535,6,106
229,547,6,106
229,602,6,106
229,608,6,106
229,660,6,106
229,800,6,106
229,853,6,106
229,912,6,106
229,920,6,106
23,550,6,106
23,691,6,106
23,977,6,106
234,36,6,106
24,517,6,106
24,522,6,106
24,877,6,106
247,428,6,106
247,429,6,106
247,443,6,106
247,446,6,106
247,535,6,106
247,602,6,106
247,608,6,106
247,660,6,106
247,800,6,106
247,820,6,106
247,827,6,106
247,853,6,106
247,912,6,106
247,920,6,106
249,328,6,106
249,53,6,106
25,480,6,106
25,671,6,106
25,873,6,106
253,302,6,106
253,910,6,106
253,930,6,106
253,940,6,106
253,950,6,106
259,267,6,106
259,268,6,106
259,358,6,106
259,368,6,106
259,468,6,106
259,505,6,106
267,268,6,106
267,368,6,106
267,468,6,106
267,59,6,106
268,505,6,106
268,59,6,106
295,428,6,106
295,595,6,106
295,596,6,106
295,602,6,106
295,660,6,106
295,800,6,106
295,817,6,106
295,920,6,106
302,49,6,106
303,418,6,106
303,466,6,106
304,418,6,106
304,466,6,106
305,481,6,106
305,811,6,106
313,338,6,106
314,338,6,106
314,568,6,106
314,570,6,106
317,949,6,106
321,481,6,106
321,811,6,106
327,547,6,106
328,338,6,106
329,428,6,106
329,443,6,106
329,446,6,106
329,535,6,106
329,602,6,106
329,608,6,106
329,660,6,106
329,800,6,106
329,820,6,106
329,827,6,106
329,853,6,106
329,912,6,106
329,920,6,106
330,359,6,106
330,503,6,106
330,513,6,106
330,599,6,106
330,699,6,106
338,568,6,106
34,475,6,106
344,428,6,106
344,429,6,106
344,443,6,106
344,446,6,106
344,447,6,106
344,535,6,106
344,602,6,106
344,608,6,106
344,660,6,106
344,800,6,106
344,820,6,106
344,827,6,106
344,853,6,106
344,912,6,106
344,920,6,106
35,811,6,106
353,508,6,106
353,697,6,106
353,806,6,106
353,808,6,106
353,858,6,106
353,887,6,106
358,505,6,106
358,59,6,106
364,505,6,106
364,555,6,106
368,505,6,106
368,59,6,106
41,44,6,106
41,45,6,106
41,466,6,106
41,838,6,106
42,44,6,106
42,45,6,106
42,466,6,106
42,838,6,106
423,547,6,106
428,529,6,106
428,547,6,106
428,596,6,106
429,535,6,106
429,547,6,106
429,602,6,106
429,608,6,106
429,660,6,106
429,800,6,106
429,853,6,106
429,912,6,106
429,920,6,106
44,46,6,106
441,475,6,106
442,547,6,106
443,529,6,106
443,535,6,106
443,547,6,106
443,602,6,106
443,608,6,106
443,660,6,106
443,800,6,106
443,853,6,106
443,912,6,106
443,920,6,106
445,547,6,106
446,529,6,106
446,547,6,106
446,853,6,106
447,547,6,106
45,46,6,106
46,466,6,106
46,838,6,106
468,505,6,106
468,59,6,106
472,74,6,106
472,805,6,106
477,537,6,106
480,5,6,106
480,6,6,106
480,7,6,106
480,977,6,106
481,5,6,106
481,6,6,106
481,8,6,106
481,82,6,106
481,909,6,106
481,971,6,106
481,975,6,106
481,981,6,106
481,982,6,106
481,983,6,106
481,984,6,106
481,985,6,106
481,987,6,106
486,811,6,106
490,92,6,106
498,568,6,106
501,598,6,106
502,532,6,106
502,533,6,106
502,535,6,106
502,536,6,106
502,537,6,106
505,560,6,106
505,59,6,106
508,510,6,106
508,588,6,106
508,729,6,106
508,775,6,106
508,776,6,106
508,792,6,106
508,794,6,106
508,828,6,106
508,829,6,106
510,808,6,106
510,811,6,106
510,887,6,106
516,977,6,106
517,551,6,106
523,977,6,106
524,680,6,106
529,535,6,106
529,602,6,106
529,608,6,106
529,660,6,106
529,800,6,106
529,820,6,106
529,827,6,106
529,853,6,106
529,912,6,106
529,920,6,106
53,54,6,106
53,58,6,106
53,59,6,106
53,662,6,106
53,699,6,106
532,533,6,106
532,534,6,106
532,536,6,106
532,598,6,106
532,599,6,106
532,699,6,106
533,534,6,106
533,535,6,106
533,536,6,106
533,537,6,106
533,598,6,106
533,599,6,106
533,699,6,106
534,535,6,106
534,536,6,106
534,537,6,106
534,699,6,106
535,536,6,106
535,598,6,106
535,599,6,106
535,699,6,106
536,537,6,106
536,598,6,106
536,599,6,106
536,699,6,106
537,598,6,106
537,599,6,106
537,699,6,106
547,595,6,106
547,820,6,106
547,827,6,106
551,681,6,106
551,879,6,106
555,560,6,106
555,564,6,106
