route_1,route_2,common_stop_count,common_stop_rank
587,877,2,110
587,89,2,110
587,92,2,110
588,811,2,110
588,92,2,110
596,816,2,110
597,598,2,110
6,671,2,110
6,690,2,110
6,873,2,110
6,946,2,110
602,963,2,110
608,848,2,110
608,963,2,110
650,946,2,110
653,831,2,110
653,832,2,110
653,833,2,110
660,963,2,110
671,676,2,110
671,7,2,110
671,805,2,110
671,818,2,110
671,838,2,110
671,866,2,110
671,871,2,110
671,874,2,110
671,875,2,110
671,876,2,110
671,878,2,110
676,72,2,110
676,818,2,110
680,72,2,110
680,811,2,110
680,84,2,110
680,877,2,110
680,930,2,110
681,930,2,110
681,945,2,110
681,946,2,110
684,8,2,110
684,9,2,110
690,7,2,110
691,72,2,110
691,811,2,110
695,810,2,110
695,816,2,110
695,853,2,110
695,912,2,110
7,873,2,110
707,709,2,110
707,712,2,110
707,728,2,110
72,805,2,110
72,811,2,110
72,838,2,110
72,874,2,110
72,875,2,110
72,876,2,110
72,910,2,110
72,950,2,110
751,853,2,110
762,883,2,110
77,920,2,110
78,920,2,110
8,883,2,110
800,963,2,110
805,818,2,110
808,828,2,110
810,817,2,110
810,853,2,110
810,912,2,110
811,887,2,110
811,930,2,110
816,912,2,110
817,912,2,110
818,838,2,110
818,871,2,110
818,874,2,110
818,875,2,110
818,876,2,110
82,977,2,110
823,92,2,110
831,936,2,110
832,936,2,110
833,936,2,110
834,835,2,110
834,837,2,110
834,936,2,110
838,878,2,110
838,910,2,110
838,920,2,110
838,940,2,110
838,950,2,110
84,92,2,110
871,878,2,110
874,878,2,110
875,878,2,110
876,878,2,110
879,945,2,110
879,946,2,110
883,9,2,110
883,961,2,110
89,92,2,110
909,977,2,110
92,950,2,110
920,963,2,110
940,951,2,110
946,977,2,110
971,977,2,110
975,977,2,110
977,981,2,110
977,982,2,110
977,983,2,110
977,984,2,110
977,985,2,110
977,987,2,110
10,152,1,111
10,167,1,111
10,233,1,111
10,284,1,111
10,305,1,111
10,311,1,111
10,321,1,111
10,417,1,111
10,508,1,111
10,551,1,111
10,675,1,111
10,684,1,111
10,8,1,111
10,82,1,111
10,883,1,111
10,887,1,111
10,909,1,111
10,969,1,111
10,971,1,111
10,975,1,111
10,981,1,111
10,982,1,111
10,983,1,111
10,984,1,111
10,985,1,111
10,987,1,111
102,121,1,111
102,125,1,111
102,140,1,111
102,147,1,111
102,148,1,111
102,154,1,111
102,200,1,111
102,213,1,111
102,240,1,111
102,290,1,111
102,335,1,111
102,364,1,111
102,418,1,111
102,426,1,111
102,434,1,111
102,475,1,111
102,477,1,111
102,53,1,111
102,54,1,111
102,560,1,111
102,564,1,111
102,577,1,111
102,602,1,111
102,608,1,111
102,660,1,111
102,77,1,111
102,78,1,111
102,800,1,111
102,912,1,111
102,920,1,111
104,15,1,111
104,152,1,111
104,21,1,111
104,35,1,111
104,441,1,111
104,475,1,111
104,508,1,111
104,550,1,111
104,587,1,111
104,588,1,111
104,671,1,111
104,681,1,111
104,871,1,111
104,887,1,111
105,15,1,111
105,152,1,111
105,21,1,111
105,35,1,111
105,508,1,111
105,550,1,111
105,587,1,111
105,588,1,111
105,681,1,111
105,887,1,111
108,16,1,111
108,21,1,111
108,523,1,111
108,524,1,111
108,575,1,111
108,579,1,111
108,681,1,111
114,565,1,111
114,566,1,111
114,584,1,111
114,585,1,111
114,949,1,111
119,154,1,111
119,290,1,111
119,533,1,111
119,558,1,111
119,800,1,111
121,18,1,111
121,19,1,111
121,20,1,111
121,27,1,111
121,430,1,111
121,435,1,111
121,501,1,111
121,502,1,111
121,504,1,111
121,532,1,111
121,547,1,111
121,598,1,111
121,662,1,111
124,157,1,111
124,16,1,111
124,18,1,111
124,19,1,111
124,21,1,111
124,27,1,111
124,490,1,111
124,524,1,111
124,681,1,111
124,950,1,111
125,447,1,111
125,501,1,111
125,502,1,111
125,504,1,111
125,598,1,111
125,662,1,111
126,212,1,111
126,213,1,111
128,535,1,111
135,147,1,111
135,148,1,111
135,212,1,111
135,213,1,111
135,240,1,111
135,426,1,111
135,434,1,111
135,535,1,111
136,147,1,111
136,148,1,111
136,212,1,111
136,213,1,111
136,426,1,111
136,434,1,111
137,147,1,111
137,148,1,111
137,212,1,111
137,213,1,111
137,240,1,111
137,426,1,111
137,434,1,111
137,535,1,111
140,258,1,111
140,430,1,111
140,435,1,111
140,501,1,111
140,502,1,111
140,504,1,111
140,532,1,111
140,535,1,111
140,598,1,111
140,662,1,111
140,741,1,111
140,847,1,111
147,197,1,111
147,501,1,111
147,502,1,111
147,504,1,111
147,598,1,111
147,662,1,111
147,742,1,111
148,197,1,111
148,501,1,111
148,502,1,111
148,504,1,111
148,598,1,111
148,662,1,111
148,742,1,111
15,171,1,111
15,23,1,111
15,285,1,111
15,374,1,111
15,465,1,111
15,471,1,111
15,484,1,111
15,485,1,111
15,520,1,111
15,575,1,111
15,72,1,111
152,171,1,111
152,23,1,111
152,284,1,111
152,285,1,111
152,374,1,111
152,417,1,111
152,465,1,111
152,471,1,111
152,484,1,111
152,72,1,111
154,168,1,111
154,364,1,111
154,498,1,111
154,501,1,111
154,502,1,111
154,503,1,111
154,504,1,111
154,513,1,111
154,515,1,111
154,534,1,111
154,539,1,111
154,543,1,111
154,555,1,111
154,560,1,111
154,564,1,111
154,599,1,111
154,930,1,111
156,16,1,111
156,18,1,111
156,19,1,111
156,21,1,111
156,516,1,111
156,671,1,111
156,681,1,111
156,873,1,111
156,950,1,111
157,21,1,111
157,234,1,111
157,470,1,111
157,522,1,111
157,671,1,111
157,823,1,111
157,84,1,111
157,89,1,111
157,940,1,111
16,21,1,111
16,522,1,111
16,556,1,111
16,587,1,111
16,588,1,111
16,681,1,111
16,823,1,111
16,89,1,111
16,92,1,111
16,950,1,111
167,202,1,111
167,24,1,111
167,25,1,111
167,305,1,111
167,311,1,111
167,321,1,111
167,5,1,111
167,510,1,111
167,6,1,111
167,650,1,111
167,675,1,111
167,684,1,111
167,7,1,111
167,82,1,111
167,883,1,111
167,909,1,111
167,945,1,111
167,946,1,111
167,971,1,111
167,975,1,111
167,977,1,111
167,981,1,111
167,982,1,111
167,983,1,111
167,984,1,111
167,985,1,111
167,987,1,111
168,214,1,111
168,364,1,111
168,418,1,111
168,475,1,111
168,53,1,111
168,534,1,111
168,555,1,111
168,560,1,111
168,564,1,111
168,662,1,111
168,699,1,111
17,8,1,111
17,969,1,111
171,176,1,111
171,177,1,111
171,206,1,111
171,21,1,111
171,35,1,111
171,508,1,111
171,536,1,111
171,550,1,111
171,587,1,111
171,588,1,111
171,681,1,111
171,887,1,111
176,465,1,111
176,676,1,111
176,709,1,111
176,784,1,111
177,465,1,111
177,676,1,111
18,193,1,111
18,202,1,111
18,224,1,111
18,233,1,111
18,234,1,111
18,253,1,111
18,29,1,111
18,30,1,111
18,302,1,111
18,32,1,111
18,33,1,111
18,36,1,111
18,466,1,111
18,470,1,111
18,522,1,111
18,556,1,111
18,691,1,111
18,823,1,111
18,838,1,111
18,84,1,111
18,89,1,111
18,920,1,111
18,930,1,111
19,193,1,111
19,202,1,111
19,224,1,111
19,233,1,111
19,234,1,111
19,253,1,111
19,29,1,111
19,30,1,111
19,302,1,111
19,32,1,111
19,33,1,111
19,36,1,111
19,466,1,111
19,470,1,111
19,522,1,111
19,556,1,111
19,680,1,111
19,691,1,111
19,823,1,111
19,838,1,111
19,84,1,111
19,89,1,111
19,920,1,111
19,930,1,111
193,20,1,111
193,21,1,111
193,470,1,111
193,940,1,111
196,258,1,111
196,741,1,111
196,847,1,111
197,212,1,111
197,213,1,111
197,240,1,111
197,426,1,111
197,434,1,111
197,535,1,111
20,202,1,111
20,224,1,111
20,233,1,111
20,234,1,111
20,253,1,111
20,29,1,111
20,30,1,111
20,302,1,111
20,32,1,111
20,33,1,111
20,36,1,111
20,466,1,111
20,470,1,111
20,691,1,111
20,838,1,111
20,920,1,111
20,930,1,111
200,417,1,111
200,430,1,111
200,435,1,111
200,501,1,111
200,502,1,111
200,504,1,111
200,532,1,111
200,598,1,111
200,662,1,111
202,27,1,111
202,35,1,111
202,481,1,111
202,675,1,111
202,684,1,111
202,8,1,111
202,828,1,111
202,883,1,111
202,951,1,111
204,290,1,111
204,533,1,111
204,558,1,111
204,570,1,111
204,602,1,111
204,608,1,111
204,660,1,111
204,800,1,111
204,828,1,111
206,36,1,111
206,418,1,111
206,466,1,111
206,671,1,111
206,828,1,111
207,557,1,111
207,558,1,111
207,559,1,111
207,598,1,111
207,619,1,111
207,750,1,111
207,757,1,111
207,850,1,111
207,920,1,111
21,224,1,111
21,233,1,111
21,285,1,111
21,29,1,111
21,30,1,111
21,32,1,111
21,33,1,111
21,374,1,111
21,465,1,111
21,471,1,111
21,484,1,111
21,485,1,111
21,490,1,111
21,522,1,111
21,556,1,111
21,72,1,111
21,823,1,111
21,84,1,111
21,89,1,111
21,92,1,111
21,920,1,111
21,930,1,111
21,940,1,111
212,222,1,111
212,258,1,111
212,313,1,111
212,326,1,111
212,361,1,111
212,487,1,111
212,741,1,111
212,742,1,111
212,847,1,111
212,853,1,111
212,920,1,111
213,222,1,111
213,258,1,111
213,326,1,111
213,361,1,111
213,487,1,111
213,501,1,111
213,502,1,111
213,504,1,111
213,598,1,111
213,662,1,111
213,741,1,111
213,742,1,111
213,847,1,111
213,853,1,111
221,322,1,111
221,327,1,111
224,470,1,111
224,940,1,111
23,35,1,111
23,508,1,111
23,681,1,111
23,887,1,111
23,930,1,111
23,951,1,111
232,808,1,111
232,828,1,111
233,27,1,111
233,284,1,111
234,302,1,111
234,34,1,111
234,39,1,111
234,417,1,111
234,838,1,111
234,951,1,111
24,481,1,111
24,675,1,111
24,684,1,111
24,8,1,111
24,811,1,111
24,883,1,111
24,950,1,111
240,501,1,111
240,502,1,111
240,504,1,111
240,598,1,111
240,662,1,111
240,742,1,111
247,547,1,111
249,338,1,111
25,481,1,111
25,675,1,111
25,684,1,111
25,8,1,111
25,811,1,111
25,883,1,111
25,950,1,111
253,27,1,111
253,912,1,111
253,963,1,111
258,577,1,111
258,77,1,111
258,78,1,111
259,338,1,111
27,29,1,111
27,30,1,111
27,302,1,111
27,32,1,111
27,33,1,111
27,466,1,111
27,516,1,111
27,522,1,111
27,671,1,111
27,823,1,111
27,84,1,111
27,873,1,111
27,89,1,111
27,920,1,111
27,930,1,111
277,602,1,111
277,608,1,111
277,660,1,111
28,762,1,111
28,8,1,111
284,466,1,111
284,475,1,111
284,508,1,111
284,876,1,111
284,887,1,111
285,35,1,111
285,475,1,111
285,508,1,111
285,550,1,111
285,587,1,111
285,588,1,111
285,671,1,111
285,681,1,111
285,74,1,111
285,838,1,111
285,887,1,111
29,940,1,111
290,430,1,111
290,435,1,111
290,501,1,111
290,502,1,111
290,504,1,111
290,532,1,111
290,533,1,111
290,558,1,111
290,598,1,111
290,662,1,111
295,535,1,111
30,940,1,111
302,602,1,111
302,608,1,111
302,660,1,111
302,697,1,111
302,806,1,111
302,858,1,111
303,485,1,111
303,74,1,111
303,838,1,111
303,866,1,111
304,485,1,111
304,74,1,111
304,838,1,111
304,869,1,111
305,480,1,111
305,483,1,111
305,675,1,111
305,684,1,111
305,883,1,111
305,945,1,111
305,946,1,111
311,483,1,111
311,675,1,111
311,684,1,111
311,883,1,111
311,950,1,111
313,565,1,111
313,566,1,111
313,584,1,111
313,585,1,111
313,930,1,111
315,365,1,111
315,515,1,111
316,365,1,111
316,515,1,111
317,449,1,111
32,940,1,111
321,480,1,111
321,483,1,111
321,684,1,111
321,883,1,111
321,945,1,111
321,946,1,111
326,447,1,111
329,447,1,111
329,817,1,111
330,430,1,111
330,435,1,111
330,532,1,111
330,557,1,111
335,501,1,111
335,502,1,111
335,504,1,111
335,598,1,111
335,662,1,111
338,565,1,111
338,566,1,111
338,584,1,111
338,585,1,111
338,59,1,111
34,811,1,111
344,547,1,111
346,428,1,111
346,595,1,111
346,596,1,111
346,602,1,111
346,608,1,111
346,660,1,111
346,800,1,111
346,820,1,111
346,827,1,111
346,920,1,111
35,374,1,111
35,465,1,111
35,471,1,111
35,484,1,111
35,485,1,111
35,72,1,111
35,910,1,111
35,920,1,111
35,950,1,111
359,557,1,111
359,559,1,111
36,472,1,111
36,485,1,111
364,418,1,111
364,475,1,111
364,498,1,111
364,501,1,111
364,502,1,111
364,503,1,111
364,504,1,111
364,513,1,111
364,534,1,111
364,599,1,111
374,475,1,111
374,508,1,111
374,550,1,111
374,587,1,111
374,588,1,111
374,671,1,111
374,681,1,111
374,74,1,111
374,838,1,111
374,869,1,111
374,887,1,111
39,811,1,111
390,533,1,111
390,558,1,111
390,800,1,111
41,811,1,111
41,951,1,111
417,466,1,111
417,508,1,111
417,515,1,111
417,539,1,111
417,887,1,111
418,472,1,111
418,485,1,111
418,498,1,111
418,501,1,111
418,502,1,111
418,503,1,111
418,504,1,111
418,513,1,111
418,515,1,111
418,53,1,111
418,534,1,111
418,539,1,111
418,543,1,111
418,555,1,111
418,560,1,111
418,564,1,111
418,599,1,111
418,930,1,111
42,811,1,111
42,951,1,111
426,501,1,111
426,502,1,111
426,504,1,111
426,598,1,111
426,662,1,111
426,742,1,111
428,810,1,111
428,816,1,111
430,543,1,111
430,577,1,111
430,77,1,111
430,777,1,111
430,78,1,111
434,501,1,111
434,502,1,111
434,504,1,111
434,598,1,111
434,662,1,111
434,742,1,111
435,543,1,111
435,577,1,111
435,77,1,111
435,777,1,111
435,78,1,111
44,811,1,111
44,951,1,111
441,465,1,111
441,466,1,111
441,470,1,111
441,471,1,111
441,485,1,111
441,490,1,111
441,515,1,111
441,940,1,111
447,529,1,111
447,535,1,111
447,602,1,111
447,608,1,111
447,660,1,111
447,800,1,111
447,853,1,111
447,912,1,111
447,920,1,111
45,811,1,111
45,951,1,111
46,811,1,111
46,951,1,111
465,466,1,111
465,508,1,111
465,550,1,111
465,587,1,111
465,588,1,111
465,681,1,111
465,838,1,111
465,871,1,111
465,874,1,111
465,875,1,111
465,876,1,111
465,887,1,111
466,471,1,111
466,476,1,111
466,485,1,111
466,536,1,111
466,671,1,111
466,676,1,111
466,805,1,111
466,818,1,111
466,871,1,111
466,874,1,111
466,875,1,111
466,876,1,111
466,878,1,111
470,671,1,111
470,811,1,111
470,871,1,111
471,508,1,111
471,550,1,111
471,587,1,111
471,588,1,111
471,681,1,111
471,838,1,111
471,871,1,111
471,874,1,111
471,875,1,111
471,876,1,111
471,887,1,111
472,485,1,111
472,671,1,111
472,869,1,111
475,498,1,111
475,501,1,111
475,502,1,111
475,503,1,111
475,504,1,111
475,513,1,111
475,515,1,111
475,53,1,111
475,534,1,111
475,539,1,111
475,543,1,111
475,555,1,111
475,560,1,111
475,564,1,111
475,599,1,111
475,866,1,111
475,869,1,111
475,874,1,111
475,875,1,111
475,930,1,111
476,485,1,111
477,501,1,111
477,502,1,111
477,504,1,111
477,598,1,111
477,662,1,111
480,675,1,111
480,684,1,111
480,82,1,111
480,883,1,111
480,909,1,111
480,971,1,111
480,975,1,111
480,981,1,111
480,982,1,111
480,983,1,111
480,984,1,111
480,985,1,111
480,987,1,111
481,811,1,111
481,945,1,111
481,946,1,111
481,977,1,111
483,8,1,111
483,811,1,111
483,82,1,111
483,909,1,111
483,945,1,111
483,946,1,111
483,969,1,111
483,971,1,111
483,975,1,111
483,981,1,111
483,982,1,111
483,983,1,111
483,984,1,111
483,985,1,111
483,987,1,111
484,508,1,111
484,550,1,111
484,587,1,111
484,588,1,111
484,681,1,111
484,887,1,111
485,536,1,111
485,550,1,111
485,587,1,111
485,588,1,111
485,610,1,111
485,671,1,111
485,676,1,111
485,681,1,111
485,805,1,111
485,823,1,111
485,828,1,111
485,838,1,111
485,871,1,111
485,874,1,111
485,875,1,111
485,876,1,111
485,877,1,111
485,879,1,111
485,891,1,111
49,681,1,111
49,811,1,111
49,940,1,111
490,522,1,111
490,550,1,111
490,556,1,111
490,587,1,111
490,588,1,111
490,671,1,111
490,681,1,111
490,691,1,111
490,823,1,111
490,84,1,111
490,871,1,111
491,808,1,111
498,53,1,111
498,54,1,111
498,560,1,111
498,564,1,111
5,675,1,111
5,684,1,111
5,883,1,111
501,53,1,111
501,54,1,111
501,560,1,111
501,564,1,111
501,577,1,111
501,602,1,111
501,608,1,111
501,660,1,111
501,77,1,111
501,78,1,111
501,800,1,111
501,912,1,111
501,920,1,111
502,53,1,111
502,54,1,111
502,560,1,111
502,564,1,111
502,577,1,111
502,602,1,111
502,608,1,111
502,660,1,111
502,77,1,111
502,78,1,111
502,800,1,111
502,912,1,111
502,920,1,111
503,53,1,111
503,534,1,111
503,54,1,111
503,557,1,111
503,560,1,111
503,564,1,111
503,598,1,111
504,53,1,111
504,54,1,111
504,560,1,111
504,564,1,111
504,577,1,111
504,602,1,111
504,608,1,111
504,660,1,111
504,77,1,111
504,78,1,111
504,800,1,111
504,912,1,111
504,920,1,111
505,602,1,111
505,608,1,111
505,660,1,111
505,697,1,111
505,806,1,111
505,858,1,111
508,72,1,111
510,675,1,111
510,684,1,111
510,883,1,111
510,969,1,111
513,53,1,111
513,534,1,111
513,54,1,111
513,557,1,111
513,560,1,111
513,564,1,111
513,598,1,111
515,671,1,111
515,869,1,111
515,871,1,111
516,556,1,111
517,520,1,111
517,84,1,111
520,587,1,111
520,681,1,111
520,811,1,111
520,950,1,111
522,681,1,111
522,950,1,111
523,92,1,111
523,950,1,111
524,587,1,111
524,92,1,111
524,950,1,111
529,817,1,111
53,534,1,111
53,599,1,111
532,543,1,111
532,577,1,111
532,77,1,111
532,777,1,111
532,78,1,111
533,800,1,111
534,539,1,111
534,555,1,111
534,557,1,111
534,560,1,111
534,564,1,111
534,662,1,111
534,930,1,111
535,577,1,111
535,695,1,111
535,742,1,111
535,77,1,111
535,78,1,111
535,816,1,111
535,817,1,111
536,869,1,111
539,556,1,111
54,599,1,111
54,602,1,111
54,608,1,111
54,660,1,111
54,697,1,111
54,806,1,111
54,858,1,111
543,557,1,111
547,821,1,111
550,72,1,111
551,675,1,111
551,684,1,111
551,811,1,111
551,883,1,111
555,602,1,111
555,608,1,111
555,660,1,111
555,697,1,111
555,806,1,111
555,858,1,111
556,681,1,111
556,873,1,111
556,950,1,111
557,599,1,111
557,699,1,111
558,800,1,111
559,597,1,111
559,599,1,111
559,699,1,111
560,599,1,111
564,599,1,111
565,949,1,111
565,966,1,111
566,949,1,111
566,966,1,111
575,681,1,111
575,811,1,111
575,84,1,111
575,92,1,111
577,598,1,111
577,662,1,111
577,741,1,111
577,847,1,111
579,92,1,111
579,950,1,111
584,949,1,111
584,966,1,111
585,949,1,111
585,966,1,111
587,72,1,111
588,671,1,111
588,72,1,111
595,810,1,111
595,853,1,111
596,810,1,111
596,853,1,111
596,912,1,111
597,662,1,111
598,602,1,111
598,608,1,111
598,660,1,111
598,77,1,111
598,78,1,111
598,800,1,111
598,912,1,111
598,920,1,111
6,675,1,111
6,684,1,111
6,883,1,111
602,662,1,111
602,697,1,111
602,806,1,111
602,810,1,111
602,816,1,111
602,858,1,111
608,662,1,111
608,697,1,111
608,806,1,111
608,810,1,111
608,816,1,111
608,858,1,111
610,650,1,111
650,675,1,111
650,684,1,111
650,883,1,111
650,92,1,111
650,969,1,111
660,662,1,111
660,664,1,111
660,665,1,111
660,697,1,111
660,744,1,111
660,750,1,111
660,806,1,111
660,810,1,111
660,816,1,111
660,858,1,111
661,664,1,111
661,665,1,111
661,750,1,111
662,77,1,111
662,78,1,111
662,800,1,111
662,912,1,111
662,920,1,111
664,665,1,111
664,666,1,111
664,750,1,111
665,666,1,111
666,750,1,111
671,72,1,111
671,8,1,111
671,940,1,111
671,969,1,111
675,684,1,111
675,7,1,111
675,82,1,111
675,883,1,111
675,909,1,111
675,945,1,111
675,946,1,111
675,971,1,111
675,977,1,111
675,981,1,111
675,982,1,111
675,984,1,111
680,951,1,111
681,72,1,111
681,823,1,111
681,84,1,111
681,89,1,111
681,92,1,111
684,7,1,111
684,945,1,111
684,946,1,111
684,971,1,111
684,977,1,111
690,8,1,111
690,969,1,111
692,709,1,111
692,712,1,111
695,698,1,111
695,748,1,111
695,848,1,111
697,719,1,111
697,828,1,111
698,826,1,111
698,827,1,111
7,883,1,111
719,806,1,111
72,74,1,111
72,866,1,111
72,887,1,111
741,77,1,111
741,78,1,111
744,752,1,111
745,750,1,111
748,826,1,111
748,827,1,111
751,817,1,111
760,762,1,111
761,762,1,111
762,906,1,111
77,847,1,111
78,847,1,111
8,873,1,111
8,969,1,111
8,977,1,111
800,810,1,111
800,816,1,111
806,828,1,111
810,820,1,111
810,827,1,111
810,920,1,111
811,920,1,111
811,977,1,111
816,820,1,111
816,827,1,111
816,920,1,111
82,945,1,111
82,946,1,111
823,950,1,111
827,848,1,111
828,858,1,111
84,950,1,111
869,874,1,111
869,876,1,111
869,878,1,111
871,940,1,111
873,969,1,111
883,909,1,111
883,945,1,111
883,946,1,111
883,971,1,111
883,977,1,111
89,950,1,111
909,945,1,111
909,946,1,111
910,951,1,111
945,971,1,111
945,975,1,111
945,981,1,111
945,982,1,111
945,983,1,111
945,984,1,111
945,985,1,111
945,987,1,111
946,971,1,111
946,975,1,111
946,981,1,111
946,982,1,111
946,983,1,111
946,984,1,111
946,985,1,111
946,987,1,111
950,951,1,111
950,977,1,111
